RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name
ci40326576,06-05-22 7:05,597230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:357:00 AM,0,Reda Pieleszewo
ci40326568,06-05-22 7:05,5972323,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdynia Główna,7:234:00 AM,41,Reda Pieleszewo
ci40326560,06-05-22 7:05,95737,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Wejherowo,7:238:00 AM,0,Reda Pieleszewo
ci40326552,06-05-22 7:05,957357,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:37,21,Reda Pieleszewo
hv73111502,06-05-22 7:05,59808,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdynia Główna,7:49,0,Reda Pieleszewo
nn00845141,06-05-22 7:05,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,8:04,23,Reda Pieleszewo
hv73111497,06-05-22 7:05,3552306/7  ,Łódzka Kolej Aglomeracyjna,06-05-22,Łódź Widzew - Toruń Główny,7:05,0,Kutno
nn00845167,06-05-22 7:05,7353504/5  WARTA,PKP Intercity,06-05-22,Poznań Główny - Warszawa Gdańska,7:350:00 AM,21,Kutno
hv73111457,06-05-22 7:05,3570023/3 (2346) WISŁA,PKP Intercity,06-05-22,Warszawa Wschodnia - Frankfurt/Oder,7:323:00 AM,0,Kutno
ci40326528,06-05-22 7:05,3506359 (2346) ,Łódzka Kolej Aglomeracyjna,06-05-22,Skierniewice - Kutno,7:39,0,Kutno
pr71366403,06-05-22 7:05,835035/0 (2346) CHROBRY,PKP Intercity,06-05-22,Szczecin Główny - Warszawa Wschodnia,8:03,10,Kutno
tx2022qaft,06-05-22 7:05,5353423 (2346) ,Koleje Mazowieckie,06-05-22,Sierpc - Kutno,8:359:00 AM,21,Kutno
ci40326504,06-05-22 7:05,3573500/35 (2346) DIONIZOS,PKP Intercity,06-05-22,Warszawa Gdańska - Zbąszynek,8:43,0,Kutno
uw61872906,06-05-22 7:05,72335035/0 (2346) LUBUSZANIN,PKP Intercity,06-05-22,Zbąszynek - Lublin Główny,8:58,0,Kutno
nc73768840,06-05-22 7:05,53535358/9 (2346) BRDA,PKP Intercity,06-05-22,Bydgoszcz Główna - Warszawa Wschodnia,9:05,41,Kutno
nc73768835,06-05-22 7:05,45230/35 (2346) HUTNIK,PKP Intercity,06-05-22,Bielsko-Biała Główna - Gdynia Główna,9:57,0,Kutno
hv73111382,06-05-22 7:05,2383500/35 (2346) STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,350:023:00 AM,21,Kutno
nc73768830,06-05-22 7:05,735008/9 (435) VARSOVIA,PKP Intercity,06-05-22,Frankfurt/Oder - Warszawa Wschodnia,350:233:00 AM,0,Kutno
nc73768825,06-05-22 7:05,8233506/7 (435) KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,350:238:00 AM,23,Kutno
ak022ahddnfj,06-05-22 7:05,372323/3 (435) BARBAKAN,PKP Intercity,06-05-22,Kraków Główny - Poznań Główny,350:33:00 AM,0,Kutno
us6000ibe5,06-05-22 7:05,383500/35 (435) GÓRSKI,PKP Intercity,06-05-22,Rzeszów Główny - Szczecin Główny,3535:06:00 AM,21,Kutno
us6000ibe6,06-05-22 7:05,543500/35 (435) DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,3535:350:00 AM,0,Kutno
ak022ahdbje7,06-05-22 7:05,8353506/7 (435) MEWA,PKP Intercity,06-05-22,Świnoujście - Warszawa Wschodnia,3523:523:00 PM,0,Kutno
ak022ahdbeui,06-05-22 7:05,35835023/3 (435) PODLASIAK,PKP Intercity,06-05-22,Suwałki - Świnoujście,35:45:00 PM,10,Kutno
us6000ibe4,06-05-22 7:05,83535023/3 (435) PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,23:30:00 PM,0,Kutno
uu60510107,06-05-22 7:05,557353,Arriva,06-05-22,Chełmża - Bydgoszcz Główna,7:04,0,Bydgoszcz Główna
nc73768810,06-05-22 7:05,8542323,POLREGIO Sp. z o.o.,06-05-22,Piła Główna - Bydgoszcz Główna,7:08,8,Bydgoszcz Główna
nc73768815,06-05-22 7:05,55378,Arriva,06-05-22,Wierzchucin - Bydgoszcz Główna,7:09,0,Bydgoszcz Główna
ak022ahctjjv,06-05-22 7:05,552339/8  ,POLREGIO Sp. z o.o.,06-05-22,Inowrocław - Włocławek,7:355:00 AM,24,Bydgoszcz Główna
ok2022qabt,06-05-22 7:05,554523/3  ,POLREGIO Sp. z o.o.,06-05-22,Jabłonowo Pomorskie - Bydgoszcz Główna,7:2323:00 AM,0,Bydgoszcz Główna
us6000ibdp,06-05-22 7:05,55353535/0  ,Arriva,06-05-22,Grudziądz - Bydgoszcz Główna,7:33,21,Bydgoszcz Główna
nn00845117,06-05-22 7:05,573508/9  STOCZNIOWIEC,PKP Intercity,06-05-22,Gdynia Główna - Zbąszynek,7:39,10,Bydgoszcz Główna
av91068613,06-05-22 7:05,5523357,POLREGIO Sp. z o.o.,06-05-22,Włocławek - Bydgoszcz Główna,7:523:00 AM,0,Bydgoszcz Główna
nc73768800,06-05-22 7:05,55844,POLREGIO Sp. z o.o.,06-05-22,Wyrzysk Osiek - Bydgoszcz Główna,8:05,0,Bydgoszcz Główna
ci40326432,06-05-22 7:05,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:07,11,Bydgoszcz Główna
ak022ahcaz08,06-05-22 7:05,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,8:08,0,Bydgoszcz Główna
uu60510087,06-05-22 7:05,8233506/7  KUJAWIAK,PKP Intercity,06-05-22,Piła Główna - Chełm,8:355:00 AM,0,Bydgoszcz Główna
us6000ibdc,06-05-22 7:05,55775  KUJAWIACZEK,POLREGIO Sp. z o.o.,06-05-22,Kaliska Kujawskie - Bydgoszcz Główna,8:53,12,Bydgoszcz Główna
uu60510077,06-05-22 7:05,543500/35  DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,8:56,20,Bydgoszcz Główna
ok2022pzzs,06-05-22 7:05,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,350:350:00 AM,0,Bydgoszcz Główna
nc73768795,06-05-22 7:05,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,350:34:00 AM,11,Bydgoszcz Główna
uu60510072,06-05-22 7:05,635238/9  OLEŃKA,PKP Intercity,06-05-22,Wrocław Główny - Bydgoszcz Główna,3535:47:00 AM,0,Bydgoszcz Główna
ci40326416,06-05-22 7:05,45230/35  HUTNIK,PKP Intercity,06-05-22,Bielsko-Biała Główna - Gdynia Główna,3535:54:00 AM,0,Bydgoszcz Główna
uw61863792,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,3523:035:00 PM,21,Bydgoszcz Główna
uu60510067,06-05-22 7:05,3535023/3  ARTUS,PKP Intercity,06-05-22,Przemyśl Główny - Gdynia Główna,4:230:00 PM,12,Bydgoszcz Główna
ak022ahc3gyy,06-05-22 7:05,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:07,0,Warszawa Ursus Niedźwiadek
ok2022pzza,06-05-22 7:05,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:3535:00 AM,34,Warszawa Ursus Niedźwiadek
uu60510062,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:234:00 AM,0,Warszawa Ursus Niedźwiadek
nc73768780,06-05-22 7:05,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:234:00 AM,20,Warszawa Ursus Niedźwiadek
uu60510057,06-05-22 7:05,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:36,12,Warszawa Ursus Niedźwiadek
uu60510052,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:37,0,Warszawa Ursus Niedźwiadek
nc73768775,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:435:00 AM,12,Warszawa Ursus Niedźwiadek
nn00845179,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:54,21,Warszawa Ursus Niedźwiadek
nc73768770,06-05-22 7:05,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:230:00 AM,0,Warszawa Ursus Niedźwiadek
nc73768765,06-05-22 7:05,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:09,10,Warszawa Ursus
nc73768760,06-05-22 7:05,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:09,36,Warszawa Ursus
nn00845112,06-05-22 7:05,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:2323:00 AM,0,Warszawa Ursus
av91068603,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:236:00 AM,11,Warszawa Ursus
us6000ibb7,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:35,38,Warszawa Ursus
hv73111212,06-05-22 7:05,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:38,0,Warszawa Ursus
uu60510047,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:39,16,Warszawa Ursus
ak022ahaxg7y,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:56,38,Warszawa Ursus
nc73768755,06-05-22 7:05,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:358:00 AM,0,Warszawa Ursus
nc73768750,06-05-22 7:05,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:08,41,Tczew
nn00845110,06-05-22 7:05,553234,POLREGIO Sp. z o.o.,06-05-22,Gdynia Główna - Smętowo,7:3523:00 AM,0,Tczew
uu60510042,06-05-22 7:05,50706,POLREGIO Sp. z o.o.,06-05-22,Chojnice - Tczew,7:2335:00 AM,45,Tczew
nc73768745,06-05-22 7:05,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,7:2335:00 AM,12,Tczew
ci40326384,06-05-22 7:05,852300/35  ,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Elbląg,7:234:00 AM,0,Tczew
nc73768740,06-05-22 7:05,55373,POLREGIO Sp. z o.o.,06-05-22,Kwidzyn - Tczew,7:234:00 AM,32,Tczew
ci40326376,06-05-22 7:05,543500/35  DOKER,PKP Intercity,06-05-22,Gdynia Główna - Katowice,7:38,0,Tczew
nc73768735,06-05-22 7:05,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,7:45,11,Tczew
hv73111152,06-05-22 7:05,55868,POLREGIO Sp. z o.o.,06-05-22,Gdańsk Wrzeszcz - Tczew,7:46,21,Tczew
uw61863752,06-05-22 7:05,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,8:08,0,Tczew
us6000ibay,06-05-22 7:05,7500/35  BAŁTYK,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:354:00 AM,12,Tczew
ak022ahabi1j,06-05-22 7:05,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,8:335:00 AM,41,Tczew
us6000ibav,06-05-22 7:05,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,9:239:00 AM,0,Tczew
nc73768730,06-05-22 7:05,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,9:423:00 AM,21,Tczew
av91663516,06-05-22 7:05,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,9:56,0,Tczew
us6000ibap,06-05-22 7:05,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,350:03:00 AM,23,Tczew
us6000ibas,06-05-22 7:05,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,3535:234:00 AM,0,Tczew
hv73111102,06-05-22 7:05,4506/7  ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,3535:45:00 AM,21,Tczew
us6000ibah,06-05-22 7:05,3583505/4  RYBAK,PKP Intercity,06-05-22,Białystok - Szczecin Główny,3523:00:00 PM,0,Tczew
nc73768720,06-05-22 7:05,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,3523:350:00 PM,0,Tczew
ak022ah9wi8n,06-05-22 7:05,3508/9  ,PKP Intercity,06-05-22,Rzeszów Główny - Gdynia Główna,3523:48:00 PM,10,Tczew
ak022ah9w29g,06-05-22 7:05,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:353:00 AM,17,Piastów
nn00845166,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:2335:00 AM,0,Piastów
tx2022pzrx,06-05-22 7:05,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:237:00 AM,8,Piastów
ci40326360,06-05-22 7:05,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:33,0,Piastów
hv73111077,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:40,24,Piastów
hv73111067,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:44,0,Piastów
av91068598,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:535:00 AM,21,Piastów
tx2022pzqx,06-05-22 7:05,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:233:00 AM,10,Piastów
hv73111032,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:236:00 AM,0,Kęszyce
hv73111037,06-05-22 7:05,884035,POLREGIO Sp. z o.o.,06-05-22,Krzyż - Szczecin Główny,7:233:00 AM,0,Szczecin Główny
ci40326352,06-05-22 7:05,80563,POLREGIO Sp. z o.o.,06-05-22,Gryfino - Szczecin Główny,7:30,11,Szczecin Główny
uu60510037,06-05-22 7:05,88840/35  ,POLREGIO Sp. z o.o.,06-05-22,Kamień Pomorski - Szczecin Główny,7:34,0,Szczecin Główny
nn00845178,06-05-22 7:05,80780/35  ,POLREGIO Sp. z o.o.,06-05-22,Goleniów - Szczecin Główny,7:435:00 AM,20,Szczecin Główny
ci40326344,06-05-22 7:05,8823435,POLREGIO Sp. z o.o.,06-05-22,Szczecinek - Szczecin Główny,7:48,10,Szczecin Główny
ak022ah9d0xl,06-05-22 7:05,88744/5  ,POLREGIO Sp. z o.o.,06-05-22,Świnoujście Port - Szczecin Główny,8:05,0,Szczecin Główny
us6000ibb9,06-05-22 7:05,83535023/3  PODLASIAK,PKP Intercity,06-05-22,Świnoujście - Suwałki,8:08,12,Szczecin Główny
av91068578,06-05-22 7:05,786035,POLREGIO Sp. z o.o.,06-05-22,Rzepin - Szczecin Główny,8:353:00 AM,21,Szczecin Główny
ci40326336,06-05-22 7:05,3835723/3  PRZEMYŚLANIN,PKP Intercity,06-05-22,Przemyśl Główny - Świnoujście,8:230:00 AM,0,Szczecin Główny
tx2022pzpz,06-05-22 7:05,88403,POLREGIO Sp. z o.o.,06-05-22,Krzyż - Szczecin Główny,8:239:00 AM,23,Szczecin Główny
ak022ah98z7l,06-05-22 7:05,802345,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Szczecin Główny,8:40,25,Szczecin Główny
av91663476,06-05-22 7:05,88645/4  ,POLREGIO Sp. z o.o.,06-05-22,Kołobrzeg - Szczecin Główny,8:523:00 AM,0,Szczecin Główny
ak022ah984nt,06-05-22 7:05,802355  DZIERŻĘCINKA,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Szczecin Główny,9:45,30,Szczecin Główny
av91068588,06-05-22 7:05,583500/35  ALBATROS,PKP Intercity,06-05-22,Gdańsk Główny - Szczecin Główny,350:34:00 AM,0,Szczecin Główny
nc73768710,06-05-22 7:05,784035/0  ,POLREGIO Sp. z o.o.,06-05-22,Poznań Główny - Świnoujście Port,350:48:00 AM,23,Szczecin Główny
av91068583,06-05-22 7:05,3583500/35  GAŁCZYŃSKI,PKP Intercity,06-05-22,Warszawa Wschodnia - Szczecin Główny,3523:353:00 PM,99,Szczecin Główny
us6000ib9v,06-05-22 7:05,3583508/9  WŁÓKNIARZ,PKP Intercity,06-05-22,Łódź Fabryczna - Szczecin Główny,3523:34:00 PM,0,Szczecin Główny
ci40326328,06-05-22 7:05,38023/3  CHEŁMOŃSKI,PKP Intercity,06-05-22,Kraków Główny - Świnoujście,35:350:00 PM,20,Szczecin Główny
nc73768705,06-05-22 7:05,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,35:38:00 PM,31,Szczecin Główny
ak022ah8rn49,06-05-22 7:05,23835023/3  WYCZÓŁKOWSKI,PKP Intercity,06-05-22,Lublin Główny - Świnoujście,4:357:00 PM,0,Szczecin Główny
uw61863747,06-05-22 7:05,2383500/35  STASZIC,PKP Intercity,06-05-22,Lublin Główny - Szczecin Główny,16:37,12,Szczecin Główny
uw61863742,06-05-22 7:05,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:05,21,Warszawa Służewiec
us6000ib9s,06-05-22 7:05,93940/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Czachówek Południowy,7:3523:00 AM,0,Warszawa Służewiec
ak022ah8phus,06-05-22 7:05,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:354:00 AM,17,Warszawa Służewiec
nc73768690,06-05-22 7:05,99908/9  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:359:00 AM,12,Warszawa Służewiec
av91663441,06-05-22 7:05,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:2335:00 AM,0,Warszawa Służewiec
nn00845177,06-05-22 7:05,93670/35  ,Koleje Mazowieckie,06-05-22,Siedlce - Piaseczno,7:237:00 AM,20,Warszawa Służewiec
hv73110977,06-05-22 7:05,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:238:00 AM,11,Warszawa Służewiec
tx2022pznj,06-05-22 7:05,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,7:47,0,Warszawa Służewiec
ci40326312,06-05-22 7:05,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:50,11,Warszawa Służewiec
nc73768685,06-05-22 7:05,233535350/35  NIDA,PKP Intercity,06-05-22,Kielce - Warszawa Wschodnia,7:55,21,Warszawa Służewiec
pr71366373,06-05-22 7:05,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:56,0,Warszawa Służewiec
pr71366368,06-05-22 7:05,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,8:06,16,Warszawa Służewiec
nc73768680,06-05-22 7:05,992308/9  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Piaseczno,8:335:00 AM,34,Warszawa Służewiec
se60159653,06-05-22 7:05,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,8:50,0,Warszawa Służewiec
pr71366293,06-05-22 7:05,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:54,0,Warszawa Służewiec
ak022ah88ahu,06-05-22 7:05,3353506/7  SAN,PKP Intercity,06-05-22,Przemyśl Główny - Warszawa Wschodnia,350:356:00 AM,12,Warszawa Służewiec
us6000ib9m,06-05-22 7:05,35230/35  ŻEROMSKI,PKP Intercity,06-05-22,Kraków Główny - Olsztyn Główny,3535:3523:00 AM,0,Warszawa Służewiec
nc73768675,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:239:00 AM,0,Jasionna Łowicka
ak022ah86n3l,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:359:00 AM,21,Kornelin
av91068573,06-05-22 7:05,99508/9  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:05,0,Świder
ci40326304,06-05-22 7:05,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:3523:00 AM,14,Świder
ak022ah82kzr,06-05-22 7:05,359534/5  ,Koleje Mazowieckie,06-05-22,Warszawa Zachodnia - Celestynów,7:354:00 AM,36,Świder
ok2022pzlz,06-05-22 7:05,93500/35  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Otwock,7:358:00 AM,11,Świder
ci40326296,06-05-22 7:05,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,7:234:00 AM,0,Świder
uw61863737,06-05-22 7:05,23237230/35  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:238:00 AM,18,Świder
ak022ah7z2so,06-05-22 7:05,995350/35  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:40,15,Świder
nn00845176,06-05-22 7:05,2335550/35  ,Koleje Mazowieckie,06-05-22,Radom Główny - Pilawa,7:48,0,Świder
nc73768670,06-05-22 7:05,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,7:50,40,Świder
hv73110942,06-05-22 7:05,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,8:035:00 AM,23,Świder
nn00845155,06-05-22 7:05,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,8:238:00 AM,35,Świder
nc73768665,06-05-22 7:05,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:535:00 AM,0,Świder
nn00845154,06-05-22 7:05,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,9:53,23,Świder
nn00845175,06-05-22 7:05,99508/9  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:05,0,Świder
uw61863732,06-05-22 7:05,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:3523:00 AM,0,Świder
ak022ah7kd4j,06-05-22 7:05,359534/5  ,Koleje Mazowieckie,06-05-22,Warszawa Zachodnia - Celestynów,7:354:00 AM,41,Świder
uw61863727,06-05-22 7:05,93500/35  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Otwock,7:358:00 AM,0,Świder
uu60510032,06-05-22 7:05,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,7:234:00 AM,18,Świder
pr71366288,06-05-22 7:05,23237230/35  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:238:00 AM,23,Świder
ci40326288,06-05-22 7:05,995350/35  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:40,0,Świder
hv73110927,06-05-22 7:05,2335550/35  ,Koleje Mazowieckie,06-05-22,Radom Główny - Pilawa,7:48,0,Świder
us6000ib98,06-05-22 7:05,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,7:50,12,Świder
nn00845174,06-05-22 7:05,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,8:035:00 AM,20,Świder
nc73768660,06-05-22 7:05,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,8:238:00 AM,0,Świder
ok2022pzjd,06-05-22 7:05,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:535:00 AM,11,Świder
ci40326280,06-05-22 7:05,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,9:53,0,Świder
ci40326272,06-05-22 7:05,2335440/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Łowicz Główny,7:233:00 AM,0,Nowa Sucha
ci40326256,06-05-22 7:05,99508/9  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:03,21,Józefów
uu60510027,06-05-22 7:05,359534/5  ,Koleje Mazowieckie,06-05-22,Warszawa Zachodnia - Celestynów,7:3535:00 AM,12,Józefów
hv73110907,06-05-22 7:05,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:354:00 AM,0,Józefów
hv73110902,06-05-22 7:05,93500/35  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Otwock,7:355:00 AM,34,Józefów
nc73768655,06-05-22 7:05,23237230/35  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:236:00 AM,0,Józefów
nn00845107,06-05-22 7:05,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,7:237:00 AM,20,Józefów
pr71366278,06-05-22 7:05,995350/35  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:37,12,Józefów
uw61863722,06-05-22 7:05,2335550/35  ,Koleje Mazowieckie,06-05-22,Radom Główny - Pilawa,7:46,0,Józefów
pr71366283,06-05-22 7:05,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,7:523:00 AM,12,Józefów
av91068568,06-05-22 7:05,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:59,21,Józefów
hv73110877,06-05-22 7:05,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,8:235:00 AM,0,Józefów
ak022ah6tb4d,06-05-22 7:05,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:49,10,Józefów
us6000ib8x,06-05-22 7:05,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,9:50,36,Józefów
ci37437268,06-05-22 7:05,35352304/5  ,Koleje Mazowieckie,06-05-22,Tłuszcz - Grodzisk Mazowiecki,7:357:00 AM,0,Pruszków
ci40326248,06-05-22 7:05,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:357:00 AM,11,Pruszków
us6000ib8t,06-05-22 7:05,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:239:00 AM,38,Pruszków
ak022ah6pwaj,06-05-22 7:05,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:335:00 AM,0,Pruszków
us6000ib8s,06-05-22 7:05,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:43,16,Pruszków
av91663276,06-05-22 7:05,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:47,38,Pruszków
nn00845103,06-05-22 7:05,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:48,0,Pruszków
tx2022pzgu,06-05-22 7:05,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:236:00 AM,41,Pruszków
