RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name,results
ak0229gpl0qb,06-05-22 7:30,9933523/3  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:48,21,Warszawa Miedzeszyn,1
nn00843585,06-05-22 7:30,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:523:00 AM,0,Warszawa Miedzeszyn,0
us6000i82b,06-05-22 7:30,23236354/5  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,7:59,23,Warszawa Miedzeszyn,1
pr2022206000,06-05-22 7:30,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,8:358:00 AM,0,Warszawa Miedzeszyn,0
nc73762456,06-05-22 7:30,995354/5  ,SKM Warszawa,06-05-22,Pruszków - Otwock,8:323:00 AM,21,Warszawa Miedzeszyn,1
us7000ht8a,06-05-22 7:30,23355023/3  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,8:435:00 AM,0,Warszawa Miedzeszyn,0
nc73762451,06-05-22 7:30,23236356/7  ,Koleje Mazowieckie,06-05-22,Dęblin - Radom Główny,9:00,0,Warszawa Miedzeszyn,0
pr71360983,06-05-22 7:30,23356358/9  ,Koleje Mazowieckie,06-05-22,Radom Główny - Otwock,9:43,10,Warszawa Miedzeszyn,1
se60157543,06-05-22 7:30,77383  PKM23,Koleje Wielkopolskie,06-05-22,Konin - Zbąszynek,7:335:00 AM,0,Zbąszynek,0
hv73086942,06-05-22 7:30,357000/35 (2348) BEROLINUM,PKP Intercity,06-05-22,Warszawa Wschodnia - Frankfurt/Oder,7:50,0,Zbąszynek,0
us6000i829,06-05-22 7:30,7032323 (2348) ,POLREGIO Sp. z o.o.,06-05-22,Rzepin - Zbąszynek,7:54,8,Zbąszynek,1
nc73762441,06-05-22 7:30,735008/9 (435) VARSOVIA,PKP Intercity,06-05-22,Frankfurt/Oder - Warszawa Wschodnia,8:035:00 AM,0,Zbąszynek,0
